11|1|0|260|285|1|1|F|35001|002017020|1517|265|5|26|22
11|1|0|260|285|1|1|F|35001|004035|1516|265|5|26|74
11|1|0|260|285|1|1|F|35001|005|207|265|5|26|50
11|1|0|260|285|1|1|F|35001|006003001|1543|265|5|26|31
11|1|0|260|285|1|1|F|35001|008023|1525|265|5|26|10
11|1|0|260|285|1|1|F|35001|016|208|265|5|26|0
11|1|0|260|285|1|1|F|35001|025|18|265|5|26|47
11|1|0|260|285|1|1|F|35001|033|226|265|5|26|0
11|1|0|260|285|1|1|M|35036|002017020|1517|256|4|20|17
11|1|0|260|285|1|1|M|35036|004035|1516|256|4|20|64
11|1|0|260|285|1|1|M|35036|005|207|256|4|20|61
11|1|0|260|285|1|1|M|35036|006003001|1543|256|4|20|50
11|1|0|260|285|1|1|M|35036|008023|1525|256|4|20|8
11|1|0|260|285|1|1|M|35036|016|208|256|4|20|1
11|1|0|260|285|1|1|M|35036|025|18|256|4|20|30
11|1|0|260|285|1|1|M|35036|033|226|256|4|20|0
11|1|0|260|285|1|2|F|35002|002017020|1517|268|8|23|28
11|1|0|260|285|1|2|F|35002|004035|1516|268|8|23|65
11|1|0|260|285|1|2|F|35002|005|207|268|8|23|73
11|1|0|260|285|1|2|F|35002|006003001|1543|268|8|23|31
11|1|0|260|285|1|2|F|35002|008023|1525|268|8|23|12
11|1|0|260|285|1|2|F|35002|016|208|268|8|23|1
11|1|0|260|285|1|2|F|35002|025|18|268|8|23|27
11|1|0|260|285|1|2|F|35002|033|226|268|8|23|0
11|1|0|260|285|1|2|M|35037|002017020|1517|254|1|18|38
11|1|0|260|285|1|2|M|35037|004035|1516|254|1|18|70
11|1|0|260|285|1|2|M|35037|005|207|254|1|18|51
11|1|0|260|285|1|2|M|35037|006003001|1543|254|1|18|39
11|1|0|260|285|1|2|M|35037|008023|1525|254|1|18|8
11|1|0|260|285|1|2|M|35037|016|208|254|1|18|0
11|1|0|260|285|1|2|M|35037|025|18|254|1|18|27
11|1|0|260|285|1|2|M|35037|033|226|254|1|18|2
11|1|0|260|285|1|3|F|35003|002017020|1517|263|11|25|28
11|1|0|260|285|1|3|F|35003|004035|1516|263|11|25|68
11|1|0|260|285|1|3|F|35003|005|207|263|11|25|68
11|1|0|260|285|1|3|F|35003|006003001|1543|263|11|25|16
11|1|0|260|285|1|3|F|35003|008023|1525|263|11|25|11
11|1|0|260|285|1|3|F|35003|016|208|263|11|25|1
11|1|0|260|285|1|3|F|35003|025|18|263|11|25|33
11|1|0|260|285|1|3|F|35003|033|226|263|11|25|2
11|1|0|260|285|1|3|M|35038|002017020|1517|256|7|18|29
11|1|0|260|285|1|3|M|35038|004035|1516|256|7|18|72
11|1|0|260|285|1|3|M|35038|005|207|256|7|18|53
11|1|0|260|285|1|3|M|35038|006003001|1543|256|7|18|35
11|1|0|260|285|1|3|M|35038|008023|1525|256|7|18|5
11|1|0|260|285|1|3|M|35038|016|208|256|7|18|0
11|1|0|260|285|1|3|M|35038|025|18|256|7|18|36
11|1|0|260|285|1|3|M|35038|033|226|256|7|18|1
11|1|0|260|285|1|4|F|35004|002017020|1517|267|2|27|22
11|1|0|260|285|1|4|F|35004|004035|1516|267|2|27|86
11|1|0|260|285|1|4|F|35004|005|207|267|2|27|49
11|1|0|260|285|1|4|F|35004|006003001|1543|267|2|27|32
11|1|0|260|285|1|4|F|35004|008023|1525|267|2|27|9
11|1|0|260|285|1|4|F|35004|016|208|267|2|27|0
11|1|0|260|285|1|4|F|35004|025|18|267|2|27|39
11|1|0|260|285|1|4|F|35004|033|226|267|2|27|1
11|1|0|260|285|1|4|M|35039|002017020|1517|258|0|14|22
11|1|0|260|285|1|4|M|35039|004035|1516|258|0|14|63
11|1|0|260|285|1|4|M|35039|005|207|258|0|14|64
11|1|0|260|285|1|4|M|35039|006003001|1543|258|0|14|40
11|1|0|260|285|1|4|M|35039|008023|1525|258|0|14|13
11|1|0|260|285|1|4|M|35039|016|208|258|0|14|0
11|1|0|260|285|1|4|M|35039|025|18|258|0|14|40
11|1|0|260|285|1|4|M|35039|033|226|258|0|14|2
11|1|0|260|285|1|5|F|35005|002017020|1517|274|2|18|33
11|1|0|260|285|1|5|F|35005|004035|1516|274|2|18|70
11|1|0|260|285|1|5|F|35005|005|207|274|2|18|73
11|1|0|260|285|1|5|F|35005|006003001|1543|274|2|18|30
11|1|0|260|285|1|5|F|35005|008023|1525|274|2|18|7
11|1|0|260|285|1|5|F|35005|016|208|274|2|18|1
11|1|0|260|285|1|5|F|35005|025|18|274|2|18|38
11|1|0|260|285|1|5|F|35005|033|226|274|2|18|2
11|1|0|260|285|1|5|M|35040|002017020|1517|256|4|16|31
11|1|0|260|285|1|5|M|35040|004035|1516|256|4|16|59
11|1|0|260|285|1|5|M|35040|005|207|256|4|16|61
11|1|0|260|285|1|5|M|35040|006003001|1543|256|4|16|37
11|1|0|260|285|1|5|M|35040|008023|1525|256|4|16|5
11|1|0|260|285|1|5|M|35040|016|208|256|4|16|1
11|1|0|260|285|1|5|M|35040|025|18|256|4|16|41
11|1|0|260|285|1|5|M|35040|033|226|256|4|16|1
11|1|0|260|285|1|6|F|35006|002017020|1517|263|2|11|13
11|1|0|260|285|1|6|F|35006|004035|1516|263|2|11|90
11|1|0|260|285|1|6|F|35006|005|207|263|2|11|61
11|1|0|260|285|1|6|F|35006|006003001|1543|263|2|11|19
11|1|0|260|285|1|6|F|35006|008023|1525|263|2|11|14
11|1|0|260|285|1|6|F|35006|016|208|263|2|11|1
11|1|0|260|285|1|6|F|35006|025|18|263|2|11|51
11|1|0|260|285|1|6|F|35006|033|226|263|2|11|1
11|1|0|260|285|1|6|M|35041|002017020|1517|264|2|17|19
11|1|0|260|285|1|6|M|35041|004035|1516|264|2|17|76
11|1|0|260|285|1|6|M|35041|005|207|264|2|17|58
11|1|0|260|285|1|6|M|35041|006003001|1543|264|2|17|36
11|1|0|260|285|1|6|M|35041|008023|1525|264|2|17|18
11|1|0|260|285|1|6|M|35041|016|208|264|2|17|1
11|1|0|260|285|1|6|M|35041|025|18|264|2|17|37
